date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:35:20	17965/17965	---M--	200	added ('OK')	image/jpeg	etag:%22462d-560fc020f89d6%22	http://demo.admireadmin.com/admire_html/img/gallery/thumbs/14.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/gallery/thumbs/14.jpg	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:24	52629/52629	---M--	200	added ('OK')	image/jpeg	etag:%22cd95-560fc020f6a96%22	http://demo.admireadmin.com/admire_html/img/gallery/full/14.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/gallery/full/14.jpg	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:24	24764/24764	---M--	200	added ('OK')	image/jpeg	etag:%2260bc-560fc020f89d6%22	http://demo.admireadmin.com/admire_html/img/gallery/thumbs/15.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/gallery/thumbs/15.jpg	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:25	131670/131670	---M--	200	added ('OK')	image/jpeg	etag:%2220256-560fc020f6a96%22	http://demo.admireadmin.com/admire_html/img/gallery/full/12.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/gallery/full/12.jpg	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:27	3042/3042	---M-Z	200	added ('OK')	application/javascript	etag:%22be2-560fc021c7a56-gzip%22	http://demo.admireadmin.com/admire_html/vendors/fancybox/js/jquery.fancybox-buttons.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/fancybox/js/jquery.fancybox-buttons.js	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:27	23187/23187	---M-Z	200	added ('OK')	application/javascript	etag:%225a93-560fc021c7a56-gzip%22	http://demo.admireadmin.com/admire_html/vendors/fancybox/js/jquery.fancybox.pack.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/fancybox/js/jquery.fancybox.pack.js	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:27	89936/89936	---M-Z	200	added ('OK')	application/javascript	etag:%2215f50-560fc0215d336-gzip%22	http://demo.admireadmin.com/admire_html/vendors/holderjs/js/holder.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/holderjs/js/holder.js	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:28	3896/3896	---M-Z	200	added ('OK')	application/javascript	etag:%22f38-560fc021c89f6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/fancybox/js/jquery.fancybox-thumbs.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/fancybox/js/jquery.fancybox-thumbs.js	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:28	5378/5378	---M-Z	200	added ('OK')	application/javascript	etag:%221502-560fc021c89f6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/fancybox/js/jquery.fancybox-media.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/fancybox/js/jquery.fancybox-media.js	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:28	97800/97800	---M--	200	added ('OK')	image/jpeg	etag:%2217e08-560fc020f7a36%22	http://demo.admireadmin.com/admire_html/img/gallery/full/15.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/gallery/full/15.jpg	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:29	2367/2367	---M-Z	200	added ('OK')	application/javascript	etag:%2293f-560fc02104556-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/gallery.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/gallery.js	(from http://demo.admireadmin.com/admire_html/gallery.html)
12:35:30	13997/13997	---M-Z	200	added ('OK')	text/css	etag:%2236ad-560fc0215e2d6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/jasny-bootstrap/css/jasny-bootstrap.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/jasny-bootstrap/css/jasny-bootstrap.min.css	(from http://demo.admireadmin.com/admire_html/edit_user.html)
12:35:30	565/565	---M-Z	200	added ('OK')	text/css	etag:%22235-560fc021c2c36-gzip%22	http://demo.admireadmin.com/admire_html/vendors/bootstrapvalidator/css/bootstrapValidator.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/bootstrapvalidator/css/bootstrapValidator.min.css	(from http://demo.admireadmin.com/admire_html/edit_user.html)
12:35:32	30940/30940	---M-Z	200	added ('OK')	application/javascript	etag:%2278dc-560fc0210b2b6-gzip%22	http://demo.admireadmin.com/admire_html/js/pluginjs/jasny-bootstrap.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pluginjs/jasny-bootstrap.js	(from http://demo.admireadmin.com/admire_html/edit_user.html)
12:35:34	47753/47753	---M--	200	added ('OK')	image/jpeg	etag:%22ba89-560fc020bd0b7%22	http://demo.admireadmin.com/admire_html/img/admin2.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/admin2.jpg	(from http://demo.admireadmin.com/admire_html/edit_user.html)
12:35:34	7281/7281	---M-Z	200	added ('OK')	application/javascript	etag:%221c71-560fc0210a316-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/validation.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/validation.js	(from http://demo.admireadmin.com/admire_html/edit_user.html)
12:35:34	1635/1635	---M-Z	200	added ('OK')	text/css	etag:%22663-560fc020a78f7-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/login1.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/login1.css	(from http://demo.admireadmin.com/admire_html/lockscreen.html)
12:35:35	103245/103245	---M-Z	200	added ('OK')	application/javascript	etag:%221934d-560fc021c2c36-gzip%22	http://demo.admireadmin.com/admire_html/vendors/bootstrapvalidator/js/bootstrapValidator.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/bootstrapvalidator/js/bootstrapValidator.min.js	(from http://demo.admireadmin.com/admire_html/edit_user.html)
12:35:35	57095/57095	---M-Z	200	added ('OK')	text/css	etag:%22df07-560fc021de1b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/wow/css/animate.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/wow/css/animate.css	(from http://demo.admireadmin.com/admire_html/lockscreen.html)
12:35:36	1343/1343	---M-Z	200	added ('OK')	text/css	etag:%2253f-560fc020a78f7-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/lockscreen.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/lockscreen.css	(from http://demo.admireadmin.com/admire_html/lockscreen.html)
12:35:37	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:%2215283-560fc02114ef6-gzip%22	http://demo.admireadmin.com/admire_html/js/jquery.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/jquery.min.js	(from http://demo.admireadmin.com/admire_html/lockscreen.html)
12:35:38	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%224af4-560fc02116e36-gzip%22	http://demo.admireadmin.com/admire_html/js/popper.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/popper.min.js	(from http://demo.admireadmin.com/admire_html/lockscreen.html)
12:35:39	50564/50564	---M-Z	200	added ('OK')	application/javascript	etag:%22c584-560fc0210e196-gzip%22	http://demo.admireadmin.com/admire_html/js/bootstrap.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/bootstrap.min.js	(from http://demo.admireadmin.com/admire_html/lockscreen.html)
12:35:40	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-560fc021dd216-gzip%22	http://demo.admireadmin.com/admire_html/vendors/wow/js/wow.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/wow/js/wow.min.js	(from http://demo.admireadmin.com/admire_html/lockscreen.html)
12:35:41	1470/1470	---M-Z	200	added ('OK')	application/javascript	etag:%225be-560fc02106496-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/lockscreen.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/lockscreen.js	(from http://demo.admireadmin.com/admire_html/lockscreen.html)
12:35:41	992/992	---M-Z	200	added ('OK')	text/css	etag:%223e0-560fc020a8897-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/login2.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/login2.css	(from http://demo.admireadmin.com/admire_html/login2.html)
12:35:42	888/888	---M--	200	added ('OK')	image/png	etag:%22378-560fc020c2e77%22	http://demo.admireadmin.com/admire_html/img/logow2.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/logow2.png	(from http://demo.admireadmin.com/admire_html/login2.html)
12:35:43	3289/3289	---M-Z	200	added ('OK')	text/html	etag:%22cd9-560fbf626d563-gzip%22	http://demo.admireadmin.com/admire_html/forgot_password2.html	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/forgot_password2.html	(from http://demo.admireadmin.com/admire_html/login2.html)
12:35:43	49498/49498	---M-Z	200	added ('OK')	application/javascript	etag:%22c15a-560fc02208196-gzip%22	http://demo.admireadmin.com/admire_html/vendors/jquery.backstretch/js/jquery.backstretch.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/jquery.backstretch/js/jquery.backstretch.js	(from http://demo.admireadmin.com/admire_html/login2.html)
12:35:44	2977/2977	---M-Z	200	added ('OK')	application/javascript	etag:%22ba1-560fc02107436-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/login2.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/login2.js	(from http://demo.admireadmin.com/admire_html/login2.html)
12:35:45	2161/2161	---M-Z	200	added ('OK')	text/css	etag:%22871-560fc02131416-gzip%22	http://demo.admireadmin.com/admire_html/vendors/c3/css/c3.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/c3/css/c3.min.css	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:46	6454/6454	---M-Z	200	added ('OK')	text/css	etag:%221936-560fc0219f9b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/toastr/css/toastr.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/toastr/css/toastr.min.css	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:47	682/682	---M-Z	200	added ('OK')	text/css	etag:%222aa-560fc021db2d6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/switchery/css/switchery.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/switchery/css/switchery.min.css	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:48	12397/12397	---M-Z	200	added ('OK')	text/css	etag:%22306d-560fc020a9837-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/new_dashboard.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/new_dashboard.css	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:50	990/990	---M--	200	added ('OK')	image/png	etag:%223de-560fc020c9bd7%22	http://demo.admireadmin.com/admire_html/img/w1.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/w1.png	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:50	2964/2964	---M--	200	added ('OK')	image/png	etag:%22b94-560fc020be057%22	http://demo.admireadmin.com/admire_html/img/chrome.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/chrome.png	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:51	2829/2829	---M--	200	added ('OK')	image/png	etag:%22b0d-560fc020beff7%22	http://demo.admireadmin.com/admire_html/img/firefox.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/firefox.png	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:52	953/953	---M--	200	added ('OK')	image/png	etag:%223b9-560fc020c5d57%22	http://demo.admireadmin.com/admire_html/img/safari2.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/safari2.png	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:52	1986/1986	---M--	200	added ('OK')	image/png	etag:%227c2-560fc020c4db7%22	http://demo.admireadmin.com/admire_html/img/opera.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/opera.png	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:53	2775/2775	---M--	200	added ('OK')	image/png	etag:%22ad7-560fc020bc117%22	http://demo.admireadmin.com/admire_html/img/Ie.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/Ie.png	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:54	376/376	---M--	200	added ('OK')	image/png	etag:%22178-560fc020c4db7%22	http://demo.admireadmin.com/admire_html/img/mobile1.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/mobile1.png	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:55	411/411	---M--	200	added ('OK')	image/png	etag:%2219b-560fc020c4db7%22	http://demo.admireadmin.com/admire_html/img/others.png	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/others.png	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:58	39451/39451	---M--	200	added ('OK')	image/jpeg	etag:%229a1b-560fc020beff7%22	http://demo.admireadmin.com/admire_html/img/images.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/images.jpg	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:58	21016/21016	---M--	200	added ('OK')	image/jpeg	etag:%225218-560fc020bff97%22	http://demo.admireadmin.com/admire_html/img/images3.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/images3.jpg	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:58	6439/6439	---M--	200	added ('OK')	image/jpeg	etag:%221927-560fc020bff97%22	http://demo.admireadmin.com/admire_html/img/images2.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/images2.jpg	(from http://demo.admireadmin.com/admire_html/index1.html)
12:35:59	8133/8133	---M--	200	added ('OK')	image/jpeg	etag:%221fc5-560fc020bff97%22	http://demo.admireadmin.com/admire_html/img/images4.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/images4.jpg	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:00	93251/93251	---M-Z	200	added ('OK')	application/javascript	etag:%2216c43-560fc021c1c96-gzip%22	http://demo.admireadmin.com/admire_html/vendors/raphael/js/raphael.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/raphael/js/raphael.min.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:03	5251/5251	---M-Z	200	added ('OK')	application/javascript	etag:%221483-560fc021a0956-gzip%22	http://demo.admireadmin.com/admire_html/vendors/toastr/js/toastr.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/toastr/js/toastr.min.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:04	151725/151725	---M-Z	200	added ('OK')	application/javascript	etag:%22250ad-560fc021e8d96-gzip%22	http://demo.admireadmin.com/admire_html/vendors/d3/js/d3.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/d3/js/d3.min.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:04	24502/24502	---M-Z	200	added ('OK')	application/javascript	etag:%225fb6-560fc021db2d6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/switchery/js/switchery.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/switchery/js/switchery.min.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:04	7090/7090	---M-Z	200	added ('OK')	application/javascript	etag:%221bb2-560fc021b6116-gzip%22	http://demo.admireadmin.com/admire_html/vendors/flotchart/js/jquery.flot.stack.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/flotchart/js/jquery.flot.stack.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:05	186820/186820	---M-Z	200	added ('OK')	application/javascript	etag:%222d9c4-560fc021323b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/c3/js/c3.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/c3/js/c3.min.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:06	11768/11768	---M-Z	200	added ('OK')	application/javascript	etag:%222df8-560fc021b70b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/flotchart/js/jquery.flot.time.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/flotchart/js/jquery.flot.time.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:06	1756/1756	---M-Z	200	added ('OK')	application/javascript	etag:%226dc-560fc021c0cf6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/flotspline/js/jquery.flot.spline.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/flotspline/js/jquery.flot.spline.min.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:07	6033/6033	---M-Z	200	added ('OK')	application/javascript	etag:%221791-560fc021b9f96-gzip%22	http://demo.admireadmin.com/admire_html/vendors/flotchart/js/jquery.flot.categories.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/flotchart/js/jquery.flot.categories.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:08	23809/23809	---M-Z	200	added ('OK')	application/javascript	etag:%225d01-560fc021baf36-gzip%22	http://demo.admireadmin.com/admire_html/vendors/flotchart/js/jquery.flot.pie.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/flotchart/js/jquery.flot.pie.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:08	8877/8877	---M-Z	200	added ('OK')	application/javascript	etag:%2222ad-560fc021bce76-gzip%22	http://demo.admireadmin.com/admire_html/vendors/flot.tooltip/js/jquery.flot.tooltip.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/flot.tooltip/js/jquery.flot.tooltip.min.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:09	13276/13276	---M-Z	200	added ('OK')	application/javascript	etag:%2233dc-560fc02117dd6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/jquery_newsTicker/js/newsTicker.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/jquery_newsTicker/js/newsTicker.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:10	21576/21576	---M-Z	200	added ('OK')	application/javascript	etag:%225448-560fc021083d6-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/new_dashboard.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/new_dashboard.js	(from http://demo.admireadmin.com/admire_html/index1.html)
12:36:11	5586/5586	---M-Z	200	added ('OK')	text/css	etag:%2215d2-560fc020a6957-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/general_components.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/general_components.css	(from http://demo.admireadmin.com/admire_html/general_components.html)
12:36:11	19334/19334	---M-Z	200	added ('OK')	text/css	etag:%224b86-560fc021f8796-gzip%22	http://demo.admireadmin.com/admire_html/vendors/swiper/css/swiper.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/swiper/css/swiper.min.css	(from http://demo.admireadmin.com/admire_html/cards.html)
12:36:14	46745/46745	---M--	200	added ('OK')	image/jpeg	etag:%22b699-560fc020cab77%22	http://demo.admireadmin.com/admire_html/img/wallpaper2.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/wallpaper2.jpg	(from http://demo.admireadmin.com/admire_html/cards.html)
12:36:20	21442/21442	---M--	200	added ('OK')	image/jpeg	etag:%2253c2-560fc020cab77%22	http://demo.admireadmin.com/admire_html/img/wallpaper5.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/wallpaper5.jpg	(from http://demo.admireadmin.com/admire_html/cards.html)
12:36:21	693/693	---M-Z	200	added ('OK')	application/javascript	etag:%222b5-560fc02101676-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/cards.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/cards.js	(from http://demo.admireadmin.com/admire_html/cards.html)
12:36:22	52023/52023	---M--	200	added ('OK')	image/jpeg	etag:%22cb37-560fc020cab77%22	http://demo.admireadmin.com/admire_html/img/wallpaper3.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/wallpaper3.jpg	(from http://demo.admireadmin.com/admire_html/cards.html)
12:36:22	75548/75548	---M--	200	added ('OK')	image/jpeg	etag:%221271c-560fc020c9bd7%22	http://demo.admireadmin.com/admire_html/img/wallpaper1.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/wallpaper1.jpg	(from http://demo.admireadmin.com/admire_html/cards.html)
12:36:22	52789/52789	---M-Z	200	added ('OK')	text/css	etag:%22ce35-560fc02119d16-gzip%22	http://demo.admireadmin.com/admire_html/vendors/animate/css/animate.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/animate/css/animate.min.css	(from http://demo.admireadmin.com/admire_html/transitions.html)
12:36:22	56644/56644	---M--	200	added ('OK')	image/jpeg	etag:%22dd44-560fc020cab77%22	http://demo.admireadmin.com/admire_html/img/wallpaper4.jpg	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/img/wallpaper4.jpg	(from http://demo.admireadmin.com/admire_html/cards.html)
12:36:23	315/315	---M-Z	200	added ('OK')	text/css	etag:%2213b-560fc020ac717-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/transitions.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/transitions.css	(from http://demo.admireadmin.com/admire_html/transitions.html)
12:36:24	26222/26222	---M-Z	200	added ('OK')	application/javascript	etag:%22666e-560fc021b41d6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/Knob/js/jquery.knob.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/Knob/js/jquery.knob.js	(from http://demo.admireadmin.com/admire_html/transitions.html)
12:36:24	12910/12910	---M-Z	200	added ('OK')	application/javascript	etag:%22326e-560fc0210a316-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/transitions-sliders.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/transitions-sliders.js	(from http://demo.admireadmin.com/admire_html/transitions.html)
12:36:25	65319/65319	---M-Z	200	added ('OK')	text/css	etag:%22ff27-560fc0212d596-gzip%22	http://demo.admireadmin.com/admire_html/vendors/Buttons/css/buttons.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/Buttons/css/buttons.min.css	(from http://demo.admireadmin.com/admire_html/buttons.html)
12:36:26	20287/20287	---M-Z	200	added ('OK')	text/css	etag:%224f3f-560fc020a4a17-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/buttons.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/buttons.css	(from http://demo.admireadmin.com/admire_html/buttons.html)
12:36:27	2433/2433	---M-Z	200	added ('OK')	application/javascript	etag:%22981-560fc0212e536-gzip%22	http://demo.admireadmin.com/admire_html/vendors/Buttons/js/scrollto.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/Buttons/js/scrollto.js	(from http://demo.admireadmin.com/admire_html/buttons.html)
12:36:27	3405/3405	---M-Z	200	added ('OK')	application/javascript	etag:%22d4d-560fc0212f4d6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/Buttons/js/buttons.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/Buttons/js/buttons.js	(from http://demo.admireadmin.com/admire_html/buttons.html)
12:36:28	16403/16403	---M-Z	200	added ('OK')	text/css	etag:%224013-560fc021aa596-gzip%22	http://demo.admireadmin.com/admire_html/vendors/themify/css/themify-icons.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/themify/css/themify-icons.css	(from http://demo.admireadmin.com/admire_html/icons.html)
12:36:29	42998/42998	---M-Z	200	added ('OK')	text/css	etag:%22a7f6-560fc021c3bd6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/ionicons/css/ionicons.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/ionicons/css/ionicons.min.css	(from http://demo.admireadmin.com/admire_html/icons.html)
12:36:30	3014/3014	---M-Z	200	added ('OK')	text/css	etag:%22bc6-560fc020a6957-gzip%22	http://demo.admireadmin.com/admire_html/css/pages/icon.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/css/pages/icon.css	(from http://demo.admireadmin.com/admire_html/icons.html)
12:36:32	1478/1478	---M-Z	200	added ('OK')	application/javascript	etag:%225c6-560fc021054f6-gzip%22	http://demo.admireadmin.com/admire_html/js/pages/icons.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/js/pages/icons.js	(from http://demo.admireadmin.com/admire_html/icons.html)
12:36:33	6495/6495	---M-Z	200	added ('OK')	text/css	etag:%22195f-560fc022052b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/tooltipster/css/tooltipster.bundle.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/tooltipster/css/tooltipster.bundle.min.css	(from http://demo.admireadmin.com/admire_html/tooltips.html)
12:36:33	1736/1736	---M-Z	200	added ('OK')	text/css	etag:%226c8-560fc022071f6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/tipso/css/tipso.min.css	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/tipso/css/tipso.min.css	(from http://demo.admireadmin.com/admire_html/tooltips.html)
12:36:35	39900/39900	---M-Z	200	added ('OK')	application/javascript	etag:%229bdc-560fc022052b6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/tooltipster/js/tooltipster.bundle.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/tooltipster/js/tooltipster.bundle.min.js	(from http://demo.admireadmin.com/admire_html/tooltips.html)
12:36:36	17468/17468	---M-Z	200	added ('OK')	application/javascript	etag:%22443c-560fc022071f6-gzip%22	http://demo.admireadmin.com/admire_html/vendors/tipso/js/tipso.min.js	C:/Users/Raghvendra/Desktop/new/website/demo.admireadmin.com/admire_html/vendors/tipso/js/tipso.min.js	(from http://demo.admireadmin.com/admire_html/tooltips.html)
